"armor","artist","attack","cardClass","classes__001","classes__002","classes__003","collectible","collectionText","cost","dbfId","faction","entourage__001","entourage__002","entourage__003","entourage__004","entourage__005","entourage__006","entourage__007","entourage__008","entourage__009","entourage__010","durability","elite","flavor","hideStats","howToEarn","howToEarnGolden","health","id","mechanics__001","mechanics__002","mechanics__003","mechanics__004","multiClassGroup","name","questReward","playRequirements__REQ_CANNOT_PLAY_THIS","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS","playRequirements__REQ_FROZEN_TARGET","playRequirements__REQ_SECRET_ZONE_CAP_FOR_NON_SECRET","playRequirements__REQ_FRIENDLY_MINIONS_OF_RACE_DIED_THIS_GAME","playRequirements__REQ_DRAG_TO_PLAY","playRequirements__REQ_MINIMUM_TOTAL_MINIONS","playRequirements__REQ_DAMAGED_TARGET","playRequirements__REQ_WEAPON_EQUIPPED","playRequirements__REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT","playRequirements__REQ_HERO_TARGET","playRequirements__REQ_LEGENDARY_TARGET","playRequirements__REQ_FRIENDLY_MINION_DIED_THIS_GAME","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS","playRequirements__REQ_NUM_MINION_SLOTS","playRequirements__REQ_TARGET_MAX_ATTACK","overload","playRequirements__REQ_FRIENDLY_TARGET","playRequirements__REQ_TARGET_FOR_COMBO","playRequirements__REQ_MINIMUM_ENEMY_MINIONS","playRequirements__REQ_ENEMY_TARGET","race","playRequirements__REQ_MINION_TARGET","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_NO_3_COST_CARD_IN_DECK","playRequirements__REQ_MUST_TARGET_TAUNTER","playRequirements__REQ_STEALTHED_TARGET","playRequirements__REQ_NONSELF_TARGET","playRequirements__REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND","playRequirements__REQ_TARGET_IF_AVAILABLE","playRequirements__REQ_TARGET_MIN_ATTACK","playRequirements__REQ_TARGET_WITH_DEATHRATTLE","playRequirements__REQ_TARGET_TO_PLAY","playRequirements__REQ_UNDAMAGED_TARGET","playRequirements__REQ_TARGET_WITH_RACE","rarity","referencedTags__001","referencedTags__002","referencedTags__003","referencedTags__004","set","spellDamage","targetingArrowText","text","type"
"","J. Meyers & A. Bozonnet","4","ROGUE","","","","True","","5","38876","","","","","","","","","","","","","","I mean, it's not creepy if you ASK before you steal their shadow to make a small replica of them to keep on your shelf.","","","","4","OG_291","BATTLECRY","","","","","Shadowcaster","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","","","0","","","","","","EPIC","","","","","OG","","Add a 1/1 copy to your hand.","<b>Battlecry:</b> Choose a friendly minion. Add a 1/1 copy to your hand that costs (1).","MINION"
"","Peter Stapleton","4","HUNTER","","","","True","","3","38875","","","","","","","","","","","","","","He's going to leave the dying up to you, if that's cool.","","","","2","OG_292","BATTLECRY","","","","","Forlorn Stalker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","DEATHRATTLE","","","","OG","","","<b>Battlecry:</b> Give all <b>Deathrattle</b> minions in your hand +1/+1.","MINION"
"","Nutchapol Thitinunthakorn","5","DRUID","","","","True","","6","38882","","","","","","","","","","","","","","There's a whole gradient of Arakkoa! This one is on the darker side.","","","","7","OG_293","BATTLECRY","RITUAL","TAUNT","","","Dark Arakkoa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","OG","","","[x]<b>Taunt</b>\n<b>Battlecry:</b> Give your C'Thun\n+3/+3 <i>(wherever it is).</i>","MINION"
"","Paul Mafayon","4","NEUTRAL","","","","True","","5","38888","","","","","","","","","","","","","","Cults need pharmacists too.","","","","4","OG_295","BATTLECRY","","","","","Cult Apothecary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","OG","","","<b>Battlecry:</b> For each enemy minion, restore 2 Health to your hero.","MINION"
"","Alex Horley Orlandelli","6","NEUTRAL","","","","True","","8","38895","","","","","","","","","","","","","True","Has 20 years of training in classical ballet, but ALLLLLL he ever gets asked to do is boogie.","","","","7","OG_300","TRIGGER_VISUAL","","","","","The Boogeymonster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","OG","","","Whenever this attacks and kills a minion, gain +2/+2.","MINION"
"","Alex Konstad","6","WARRIOR","","","","True","","7","38897","","","","","","","","","","","","","","Back in her day, each shield weighed two tons and she had to carry four of them on each arm!","","","","6","OG_301","BATTLECRY","RITUAL","","","","Ancient Shieldbearer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","OG","","","<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain 10 Armor.","MINION"
"","Dave Allsop","5","WARLOCK","","","","True","","5","38898","","","","","","","","","","","","","","Nothing unburdens your soul like a good ushing!","","","","6","OG_302","RITUAL","TRIGGER_VISUAL","","","","Usher of Souls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","OG","","","Whenever a friendly minion dies, give your C'Thun +1/+1\n<i>(wherever it is).</i>","MINION"
"","J. Meyers & T. Washington","3","MAGE","","","","True","","2","38900","","","","","","","","","","","","","","No matter how many times we tell her not to, she keeps feeding C'Thun scraps under the table.","","","","2","OG_303","RITUAL","SPELLPOWER","TRIGGER_VISUAL","","","Cult Sorcerer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","OG","1","","[x]<b><b>Spell Damage</b> +1</b>\nAfter you cast a spell,\ngive your C'Thun +1/+1\n<i>(wherever it is).</i>","MINION"
"","Slawomir Maniak","8","HUNTER","","","","True","","8","38909","","","","","","","","","","","","","","Banned from every all-you-can-eat buffet on Azeroth.","","","","8","OG_308","TRIGGER_VISUAL","","","","","Giant Sand Worm","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","EPIC","","","","","OG","","","Whenever this attacks and kills a minion, it may attack again.","MINION"
"","Jaemin Kim","6","HUNTER","","","","True","","5","38910","","","","","","","","","","","","","True","She flitters around Ahn'Qiraj dreaming of the day she will meet a sweet prince, whom she can lay thousands of eggs with.","","","","5","OG_309","BATTLECRY","","","","","Princess Huhuran","","","","","","","","","","","","","","","","","","","0","","","","BEAST","0","","","","","","","0","","0","","","","LEGENDARY","DEATHRATTLE","","","","OG","","Trigger a Deathrattle.","<b>Battlecry:</b> Trigger a friendly minion's <b>Deathrattle</b>.","MINION"
"","Phroi Gardner","3","PALADIN","","","","True","","3","38911","","","","","","","","","","","","","","Turns out divine shields are way cheaper if you buy in bulk.","","","","3","OG_310","TRIGGER_VISUAL","","","","","Steward of Darkshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","DIVINE_SHIELD","","","","OG","","","Whenever you summon a 1-Health minion, give it <b>Divine Shield</b>.","MINION"
"","Zoltan Boros","","PALADIN","","","","True","","2","38913","","","","","","","","","","","","","","Wait, how can you have a light in the dark?  If you turn on a light while it’s dark, doesn’t that mean it’s no longer dark?","","","","","OG_311","","","","","","A Light in the Darkness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","DISCOVER","","","","OG","","","<b>Discover</b> a minion.\nGive it +1/+1.","SPELL"
"","Paul Mafayon","1","WARRIOR","","","","True","","1","38914","","","","","","","","","","","","","","Hates when N'Zoth yells ""Ahoy Matey!!"", but there's not really much he can do about it.","","","","1","OG_312","BATTLECRY","","","","","N'Zoth's First Mate","","","","","","","","","","","","","","","","","","","","","","","PIRATE","","","","","","","","","","","","","","COMMON","","","","","OG","","","<b>Battlecry:</b> Equip a 1/3 Rusty Hook.","MINION"
"","Andrew Hou","2","DRUID","","","","True","","3","38916","","","","","","","","","","","","","","Druids who spend too long in bear form are more susceptible to the whispers of the Old Gods.  Right now they are whispering the lyrics to ""La Bamba"".","","","","2","OG_313","TRIGGER_VISUAL","","","","","Addled Grizzly","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","RARE","","","","","OG","","","After you summon a minion, give it +1/+1.","MINION"
"","Jim Nelson","","WARRIOR","","","","True","","1","38918","","","","","","","","","","","","","","For his next trick, he turns the ichor back to blood and stuffs it back in you.","","","","","OG_314","","","","","","Blood To Ichor","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","RARE","","","","","OG","","","Deal $1 damage to a minion. If it survives, summon a 2/2 Slime.","SPELL"
"","Matt Dixon","3","WARRIOR","","","","True","","3","38920","","","","","","","","","","","","","","They're really just in it for the Blood Parrot.","","","","4","OG_315","BATTLECRY","","","","","Bloodsail Cultist","","","","","","","","","","","","","","","","","","","","","","","PIRATE","","","","","","","","","","","","","","RARE","","","","","OG","","","<b>Battlecry:</b> If you control another Pirate, give your weapon +1/+1.","MINION"
"","Luke Mancini","5","PRIEST","","","","True","","6","38922","","","","","","","","","","","","","True","His whole job is yelling ""Yogg-Saron comin'!""","","","","5","OG_316","BATTLECRY","","","","","Herald Volazj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","OG","","","<b>Battlecry:</b> Summon a 1/1 copy of each of your other minions.","MINION"
"","Alex Horley Orlandelli","12","NEUTRAL","","","","True","","10","38943","","","","","","","","","","","","","True","To his credit, Deathwing really took to heart the feedback he was receiving that he needed to be ""more of a team player"".","","","","12","OG_317","DEATHRATTLE","","","","","Deathwing, Dragonlord","","","","","","","","","","","","","","","","","","","","","","","DRAGON","","","","","","","","","","","","","","LEGENDARY","","","","","OG","","","<b>Deathrattle:</b> Put all Dragons from your hand into the battlefield.","MINION"
"","Matt Dixon","6","NEUTRAL","","","","True","","7","38944","","","","","","","","","","","","","True","When C'thun went to sleep, he checked under his bed for Hogger.","","","","6","OG_318","TRIGGER_VISUAL","","","","","Hogger, Doom of Elwynn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","TAUNT","","","","OG","","","Whenever this minion takes damage, summon a 2/2 Gnoll with <b>Taunt</b>.","MINION"
"","Todd Lockwood","1","NEUTRAL","","","","True","","4","38957","","","","","","","","","","","","","","Still fearsome in the daytime.","","","","4","OG_320","BATTLECRY","","","","","Midnight Drake","","","","","","","","","","","","","","","","","","","","","","","DRAGON","","","","","","","","","","","","","","RARE","","","","","OG","","","<b>Battlecry:</b> Gain +1 Attack for each other card\nin your hand.","MINION"
"","Gonzalo Ordonez","3","NEUTRAL","","","","True","","5","38958","","","","","","","","","","","","","","Every month they share a pancake breakfast with the Perfectly Rational Worshippers.","","","","6","OG_321","RITUAL","TAUNT","TRIGGER_VISUAL","","","Crazed Worshipper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","OG","","","<b>Taunt.</b> Whenever this minion takes damage, give your C'Thun +1/+1 <i>(wherever it is).</i>","MINION"
"","Max Grecke","2","NEUTRAL","","","","True","","4","38960","","","","","","","","","","","","","","""Look, they fell off the back of a ship, do you want them or not? I have a meeting with Y'Shaarj in like ten minutes.""","","","","5","OG_322","","","","","","Blackwater Pirate","","","","","","","","","","","","","","","","","","","","","","","PIRATE","","","","","","","","","","","","","","RARE","","","","","OG","","","Your weapons cost (2) less.","MINION"
"","Matt Dixon","4","NEUTRAL","","","","True","","4","38961","","","","","","","","","","","","","","Roll ‘greed’ OR THIS COULD HAPPEN TO YOU.","","","","2","OG_323","DEATHRATTLE","","","","","Polluted Hoarder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","OG","","","<b>Deathrattle:</b> Draw a card.","MINION"
"","Kan Liu","2","HUNTER","","","","True","","3","38985","","","","","","","","","","","","","","Carrion, my wayward grub.","","","","5","OG_325","","","","","","Carrion Grub","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","COMMON","","","","","OG","","","","MINION"
"","Samwise","4","NEUTRAL","","","","True","","2","39002","","","","","","","","","","","","","","Often excluded from dinner parties.  To be fair, he is very boaring.","","","","1","OG_326","","","","","","Duskboar","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","COMMON","","","","","OG","","","","MINION"
"","L. Lullabi & Nutchapol","2","NEUTRAL","","","","True","","3","39003","","","","","","","","","","","","","","Yeah, I think we can agree that killing the squirming tentacle first is a good idea.","","","","4","OG_327","TAUNT","","","","","Squirming Tentacle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","OG","","","<b>Taunt</b>","MINION"
"","Dan Scott","4","SHAMAN","","","","True","","4","39008","","","","","","","","","","","","","","Will be really useful in the new ""Hearthémon"" game.","","","","5","OG_328","BATTLECRY","","","","","Master of Evolution","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","","","0","","","","","","RARE","","","","","OG","","","<b>Battlecry:</b> Transform a friendly minion into a random one that costs (1) more.","MINION"
"","Jon Neimeister","2","ROGUE","","","","True","","2","39026","","","","","","","","","","","","","","Psst! Wanna buy a random class card (from your opponent's class)?","","","","2","OG_330","DEATHRATTLE","","","","","Undercity Huckster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","OG","","","<b>Deathrattle:</b> Add a random card to your hand <i>(from your opponent's class)</i>.","MINION"
"","Adam Byrne","3","PRIEST","","","","True","","4","39033","","","","","","","","","","","","","","Wait, what kind of acolyte doesn't wear a hood?","","","","6","OG_334","RITUAL","TRIGGER_VISUAL","","","","Hooded Acolyte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","OG","","","Whenever a character is healed, give your\nC'Thun +1/+1 <i>(wherever it is).</i>","MINION"
"","Tyler Walpole","4","PRIEST","","","","True","","4","39034","","","","","","","","","","","","","","Yeah, it's cooler in the shade, but you're also more likely to get JACKED.","","","","3","OG_335","DEATHRATTLE","","","","","Shifting Shade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","OG","","","[x]<b>Deathrattle:</b> Copy a card\nfrom your opponent's deck\n and add it to your hand.","MINION"
"","Garrett Hanna","3","NEUTRAL","","","","True","","4","39041","","","","","","","","","","","","","","What are the qualifications for being a 'Horror?'  Just how horrible do you have to be?","","","","3","OG_337","BATTLECRY","TAUNT","","","","Cyclopian Horror","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","OG","","","<b>Taunt</b>. <b>Battlecry:</b> Gain      +1 Health for each enemy minion.","MINION"
"","Steve Prescott","2","NEUTRAL","","","","True","","2","39046","","","","","","","","","","","","","True","You can take away his humanity, but you will never take away his fishing pole.","","","","4","OG_338","TRIGGER_VISUAL","","","","","Nat, the Darkfisher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","OG","","","At the start of your opponent's turn, they have a 50% chance to draw an extra card.","MINION"
"","Jaemin Kim","7","NEUTRAL","","","","True","","6","39118","","","","","","","","","","","","","","Just before he comes into play, there is an AWESOME training montage with C'Thun.","","","","6","OG_339","BATTLECRY","RITUAL","","","","Skeram Cultist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","OG","","","<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>","MINION"
"","James Ryman","5","NEUTRAL","","","","True","","9","39119","","","","","","","","","","","","","True","Don't tell Soggoth, but in the future he gets totally owned by the Master's Glaive and his skull becomes a tourist attraction.","","","","9","OG_340","CANT_BE_TARGETED_BY_SPELLS","CANT_BE_TARGETED_BY_HERO_POWERS","TAUNT","","","Soggoth the Slitherer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","OG","","","<b>Taunt</b>\nCan't be targeted by spells or Hero Powers.","MINION"
"","Samwise Didier","5","NEUTRAL","","","","True","","5","1754","","PRO_001a","PRO_001b","PRO_001c","","","","","","","","","True","He's looking for a drummer.  The current candidates are: Novice Engineer, Sen'jin Shieldmasta', and Ragnaros the Firelord.","","","Awarded at BlizzCon 2013.","5","PRO_001","BATTLECRY","","","","","Elite Tauren Chieftain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","HOF","","","<b>Battlecry:</b> Give both players the power to ROCK! (with a Power Chord card)","MINION"
"","Alex Horley Orlandelli","2","NEUTRAL","","","","True","","3","397","","","","","","","","","","","","","","'Flesheating' is an unfair name.  It's just that there's not really much else for him to eat.","","","","3","tt_004","TRIGGER_VISUAL","","","","","Flesheating Ghoul","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","EXPERT1","","","Whenever a minion dies, gain +1 Attack.","MINION"
"","Gonzalo Ordonez","","MAGE","","","","True","","3","366","","","","","","","","","","","","","","While it's fun to intercept enemy lightning bolts, a spellbender much prefers to intercept opposing Marks of the Wild.  It just feels meaner.  And blood elves... well, they're a little mean.","","","","","tt_010","SECRET","","","","","Spellbender","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","EXPERT1","","","<b>Secret:</b> When an enemy casts a spell on a minion, summon a 1/3 as the new target.","SPELL"
"","Arthur Bozonnet","2","NEUTRAL","","","","True","","3","41076","","","","","","","","","","","","","","Aww.  So cute.  Want to feed him another finger?","","","","2","UNG_001","BATTLECRY","","","","","Pterrordax Hatchling","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","COMMON","ADAPT","","","","UNGORO","","","<b><b>Battlecry:</b> Adapt</b>.","MINION"
"","Daren Bader","5","NEUTRAL","","","","True","","7","41120","","","","","","","","","","","","","","Always fun to say out loud ""VOL-CA-NO-SAUUUR!""","","","","6","UNG_002","BATTLECRY","","","","","Volcanosaur","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","RARE","ADAPT","","","","UNGORO","","","<b>Battlecry:</b> <b>Adapt</b>, then <b>Adapt</b>.","MINION"
"","Andrew Hou","","PALADIN","","","","True","","8","41130","","","","","","","","","","","","","","Comes with fries and a drink.","","","","","UNG_004","","","","","","Dinosize","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","EPIC","","","","","UNGORO","","","Set a minion's Attack and Health to 10.","SPELL"
"","Peter Stapleton","2","NEUTRAL","","","","True","","2","41137","","","","","","","","","","","","","","Doesn't like to adapt unless others are watching. Some minions are such show-offs.","","","","2","UNG_009","BATTLECRY","","","","","Ravasaur Runt","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","COMMON","ADAPT","","","","UNGORO","","","<b>Battlecry:</b> If you control at least 2 other minions, <b>Adapt.</b>","MINION"
"","James Ryman","5","NEUTRAL","","","","True","","7","41138","","","","","","","","","","","","","","Bet you can't eat just one murloc!","","","","7","UNG_010","DEATHRATTLE","","","","","Sated Threshadon","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","COMMON","","","","","UNGORO","","","<b>Deathrattle:</b> Summon three 1/1 Murlocs.","MINION"
"","Matt Dixon","2","PALADIN","","","","True","","2","41139","","","","","","","","","","","","","","Murloc hydrologists are pretty rare.  Most murloc undergrads pick computer science.","","","","2","UNG_011","BATTLECRY","","","","","Hydrologist","","","","","","","","","","","","","","","","","","","","","","","MURLOC","","","","","","","","","","","","","","COMMON","DISCOVER","SECRET","","","UNGORO","","","<b>Battlecry:</b> <b>Discover</b> a <b>Secret</b>.","MINION"
"","Mike Azevedo","3","PALADIN","","","","True","","6","41145","","","","","","","","","","","","","True","Ironically, his favorite number is 4.","","","","7","UNG_015","BATTLECRY","TAUNT","","","","Sunkeeper Tarim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","UNGORO","","","<b>Taunt</b>\n<b>Battlecry:</b> Set all other minions' Attack and Health to 3.","MINION"
"","Chris Seaman","","MAGE","","","","True","","2","41151","","","","","","","","","","","","","","Oh, a wise geyser eh?","","","","","UNG_018","","","","","","Flame Geyser","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","COMMON","","","","","UNGORO","","","Deal $2 damage.\nAdd a 1/2 Elemental to your hand.","SPELL"
"","Evgeniy Dlinnov","2","SHAMAN","","","","True","","1","41152","HORDE","","","","","","","","","","","","","Makes a mean puff pastry.","","","","1","UNG_019","CANT_BE_TARGETED_BY_SPELLS","CANT_BE_TARGETED_BY_HERO_POWERS","","","","Air Elemental","","","","","","","","","","","","","","","","","","","","","","","ELEMENTAL","","","","","","","","","","","","","","COMMON","","","","","UNGORO","","","Can't be targeted by spells or Hero Powers.","MINION"
"","Eva Widermann","2","MAGE","","","","True","","2","41153","","","","","","","","","","","","","","What did you draw? Shhhh… it’s a secret.","","","","3","UNG_020","BATTLECRY","","","","","Arcanologist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","SECRET","","","","UNGORO","","","<b>Battlecry:</b> Draw a <b>Secret</b> from your deck.","MINION"
"","Jakub Kasber","5","MAGE","","","","True","","4","41154","","","","","","","","","","","","","","Explorers nicknamed him the Teapot Elemental.","","","","4","UNG_021","BATTLECRY","","","","","Steam Surger","","","","","","","","","","","","","","","","","","","","","","","ELEMENTAL","","","","","","","","","","","","","","RARE","","","","","UNGORO","","","[x]<b>Battlecry:</b> If you played\nan Elemental last turn,\nadd a 'Flame Geyser'\nto your hand.","MINION"
"","Hideaki Takamura","2","PRIEST","","","","True","","3","41155","","","","","","","","","","","","","","Mirage is actually the name of its long-lost cat.","","","","3","UNG_022","BATTLECRY","","","","","Mirage Caller","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","","","0","","","","","","RARE","","","","","UNGORO","","Summon a 1/1 copy.","<b>Battlecry:</b> Choose a friendly minion. Summon a 1/1 copy of it.","MINION"
"","Izzy Hoover","","MAGE","","","","True","","3","41158","","","","","","","","","","","","","","Nice spell.  YOINK!","","","","","UNG_024","SECRET","","","","","Mana Bind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","UNGORO","","","<b>Secret:</b> When your opponent casts a spell, add a copy to your hand that costs (0).","SPELL"
"","Gustav Schmidt","","SHAMAN","","","","True","","5","41159","","","","","","","","","","","","","","Many young shaman summon a volcano as their first school project.","","","","","UNG_025","OVERLOAD","ImmuneToSpellpower","","","","Volcano","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","RARE","","","","","UNGORO","","","Deal $15 damage randomly split among all minions.\n<b>Overload:</b> (2)","SPELL"
"","Mike Sass","2","MAGE","","","","True","","2","41162","","","","","","","","","","","","","True","If you strike her down, she shall become more powerful than you can possibly… well, she'll become a 6/6 anyways.","","","","2","UNG_027","DEATHRATTLE","","","","","Pyros","","","","","","","","","","","","","","","","","","","","","","","ELEMENTAL","","","","","","","","","","","","","","LEGENDARY","","","","","UNGORO","","","<b>Deathrattle:</b> Return this to your hand as a 6/6 that costs (6).","MINION"
"","Rafael Zanchetin","","MAGE","","","","True","","1","41168","","","","","","","","","","","","","True","Although powerful, the incantation is simple. It’s just a jump to the left, and then a step to the right.","","","","","UNG_028","QUEST","","","","","Open the Waygate","UNG_028t","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","UNGORO","","","[x]<b>Quest:</b> Cast 6 spells that\ndidn't start in your deck.\n<b>Reward:</b> Time Warp.","SPELL"
"","Nutchapol Thitinunthakorn","","PRIEST","","","","True","","2","41169","","","","","","","","","","","","","","This one’s a bird. And here’s a bunny!","","","","","UNG_029","","","","","","Shadow Visions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","DISCOVER","","","","UNGORO","","","<b>Discover</b> a copy of a spell in your deck.","SPELL"
"","Tyler Walpole","","PRIEST","","","","True","","1","41170","","","","","","","","","","","","","","By accepting this healing, you agree to the following terms…","","","","","UNG_030","","","","","","Binding Heal","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","COMMON","","","","","UNGORO","","","Restore #5 Health to a minion and your hero.","SPELL"
"","Arthur Bozonnet","1","PRIEST","","","","True","","1","41173","HORDE","","","","","","","","","","","","","Being made of light has its disadvantages, but at least it's always looking on the bright side.","","","","1","UNG_032","DEATHRATTLE","","","","","Crystalline Oracle","","","","","","","","","","","","","","","","","","","","","","","ELEMENTAL","","","","","","","","","","","","","","RARE","","","","","UNGORO","","","[x]<b>Deathrattle:</b> Copy a card\nfrom your opponent's deck\n and add it to your hand.","MINION"
"","A.J. Nazzaro","2","PRIEST","","","","True","","2","41176","","","","","","","","","","","","","","It's a literal lava lamp!","","","","3","UNG_034","AURA","","","","","Radiant Elemental","","","","","","","","","","","","","","","","","","","","","","","ELEMENTAL","","","","","","","","","","","","","","COMMON","","","","","UNGORO","","","Your spells cost (1) less.","MINION"
"","Servando Lupini","3","PRIEST","","","","True","","3","41177","","","","","","","","","","","","","","George promised to be good. But it's easy for little Glimmerroots to forget.","","","","3","UNG_035","BATTLECRY","","","","","Curious Glimmerroot","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","EPIC","","","","","UNGORO","","","[x]<b>Battlecry:</b> Look at 3 cards.\nGuess which one started\nin your opponent's deck\nto get a copy of it.","MINION"
"","Garrett Hanna","2","PRIEST","","","","True","","4","41180","","","","","","","","","","","","","","A hero... In a half-shell.","","","","6","UNG_037","DEATHRATTLE","TAUNT","","","","Tortollan Shellraiser","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","UNGORO","","","[x]<b>Taunt</b>\n<b>Deathrattle:</b> Give a random\n friendly minion +1/+1.","MINION"
"","Slawomir Maniak","4","WARLOCK","","","","True","","4","41191","","","","","","","","","","","","","","For better results, feed your pterrordax low-fat, high-fiber minions.","","","","4","UNG_047","BATTLECRY","","","","","Ravenous Pterrordax","","","","","","","","","","","","","","","","","","","0","","","","BEAST","0","","","","","","","0","","","","","","COMMON","ADAPT","","","","UNGORO","","Destroy a friendly minion.","<b>Battlecry:</b> Destroy a friendly minion to <b>Adapt</b> twice.","MINION"
"","Jim Nelson","1","WARLOCK","","","","True","","5","41194","","","","","","","","","","","","","","Hi, Tar here. Long time lurking, first time taunting…","","","","7","UNG_049","TAUNT","","","","","Tar Lurker","","","","","","","","","","","","","","","","","","","","","","","ELEMENTAL","","","","","","","","","","","","","","COMMON","","","","","UNGORO","","","<b>Taunt</b>\nHas +3 Attack during your opponent's turn.","MINION"
"","Chanchai Luechaiwattanasopon","","ROGUE","","","","True","","2","41207","","","","","","","","","","","","","","The result of a fundamental misunderstanding of the phrase ""flower power"".","","","","","UNG_057","","","","","","Razorpetal Volley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","UNGORO","","","Add two Razorpetals to your hand that deal 1 damage.","SPELL"
"","Sojin Hwang","2","ROGUE","","","","True","","2","41208","","","","","","","","","","","","","","The reason why there are no zombies in Un'goro.","","","","2","UNG_058","BATTLECRY","","","","","Razorpetal Lasher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","UNGORO","","","[x]<b>Battlecry:</b> Add a\nRazorpetal to your hand\nthat deals 1 damage.","MINION"
"","Zoltan Boros","","ROGUE","","","","True","","3","41212","","","","","","","","","","","","","","Jinx!","","","","","UNG_060","","","","","","Mimic Pod","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","RARE","","","","","UNGORO","","","Draw a card, then add a copy of it to your hand.","SPELL"
